"id","year_film","year_ceremony","ceremony","category","name","film","winner"
305,1934,1935,7,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","Viva Villa!","NOMINATED"
306,1934,1935,7,"OUTSTANDING PRODUCTION","Jesse L. Lasky (production company)","The White Parade","NOMINATED"
342,1935,1936,8,"ART DIRECTION","Richard Day","The Dark Angel","WINNER"
343,1935,1936,8,"ART DIRECTION","Hans Dreier, Roland Anderson","The Lives of a Bengal Lancer","NOMINATED"
344,1935,1936,8,"ART DIRECTION","Van Nest Polglase, Carroll Clark","Top Hat","NOMINATED"
377,1935,1936,8,"OUTSTANDING PRODUCTION","RKO Radio","Alice Adams","NOMINATED"
378,1935,1936,8,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","Broadway Melody of 1936","NOMINATED"
379,1935,1936,8,"OUTSTANDING PRODUCTION","Cosmopolitan","Captain Blood","NOMINATED"
380,1935,1936,8,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","David Copperfield","NOMINATED"
381,1935,1936,8,"OUTSTANDING PRODUCTION","RKO Radio","The Informer","NOMINATED"
382,1935,1936,8,"OUTSTANDING PRODUCTION","20th Century","Les Miserables","NOMINATED"
383,1935,1936,8,"OUTSTANDING PRODUCTION","Paramount","The Lives of a Bengal Lancer","NOMINATED"
384,1935,1936,8,"OUTSTANDING PRODUCTION","Warner Bros.","A Midsummer Night's Dream","NOMINATED"
385,1935,1936,8,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","Mutiny on the Bounty","WINNER"
386,1935,1936,8,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","Naughty Marietta","NOMINATED"
387,1935,1936,8,"OUTSTANDING PRODUCTION","Paramount","Ruggles of Red Gap","NOMINATED"
388,1935,1936,8,"OUTSTANDING PRODUCTION","RKO Radio","Top Hat","NOMINATED"
436,1936,1937,9,"ART DIRECTION","Anton Grot","Anthony Adverse","NOMINATED"
437,1936,1937,9,"ART DIRECTION","Richard Day","Dodsworth","WINNER"
438,1936,1937,9,"ART DIRECTION","Cedric Gibbons, Eddie Imazu, Edwin B. Willis","The Great Ziegfeld","NOMINATED"
439,1936,1937,9,"ART DIRECTION","William S. Darling","Lloyds of London","NOMINATED"
440,1936,1937,9,"ART DIRECTION","Albert S. D'Agostino, Jack Otterson","The Magnificent Brute","NOMINATED"
441,1936,1937,9,"ART DIRECTION","Cedric Gibbons, Fredric Hope, Edwin B. Willis","Romeo and Juliet","NOMINATED"
442,1936,1937,9,"ART DIRECTION","Perry Ferguson","Winterset","NOMINATED"
480,1936,1937,9,"OUTSTANDING PRODUCTION","Warner Bros.","Anthony Adverse","NOMINATED"
481,1936,1937,9,"OUTSTANDING PRODUCTION","Samuel Goldwyn Productions","Dodsworth","NOMINATED"
482,1936,1937,9,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","The Great Ziegfeld","WINNER"
483,1936,1937,9,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","Libeled Lady","NOMINATED"
484,1936,1937,9,"OUTSTANDING PRODUCTION","Columbia","Mr. Deeds Goes to Town","NOMINATED"
485,1936,1937,9,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","Romeo and Juliet","NOMINATED"
486,1936,1937,9,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","San Francisco","NOMINATED"
487,1936,1937,9,"OUTSTANDING PRODUCTION","Cosmopolitan","The Story of Louis Pasteur","NOMINATED"
488,1936,1937,9,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","A Tale of Two Cities","NOMINATED"
489,1936,1937,9,"OUTSTANDING PRODUCTION","Universal","Three Smart Girls","NOMINATED"
543,1937,1938,10,"ART DIRECTION","Cedric Gibbons, William Horning","Conquest","NOMINATED"
544,1937,1938,10,"ART DIRECTION","Carroll Clark","A Damsel in Distress","NOMINATED"
545,1937,1938,10,"ART DIRECTION","Richard Day","Dead End","NOMINATED"
546,1937,1938,10,"ART DIRECTION","Wiard Ihnen","Every Day's a Holiday","NOMINATED"
547,1937,1938,10,"ART DIRECTION","Anton Grot","The Life of Emile Zola","NOMINATED"
548,1937,1938,10,"ART DIRECTION","Stephen Goosson","Lost Horizon","WINNER"
549,1937,1938,10,"ART DIRECTION","John Victor Mackay","Manhattan Merry-Go-Round","NOMINATED"
550,1937,1938,10,"ART DIRECTION","Lyle Wheeler","The Prisoner of Zenda","NOMINATED"
551,1937,1938,10,"ART DIRECTION","Hans Dreier, Roland Anderson","Souls at Sea","NOMINATED"
552,1937,1938,10,"ART DIRECTION","Alexander Toluboff","Walter Wanger's Vogues of 1938","NOMINATED"
553,1937,1938,10,"ART DIRECTION","William S. Darling, David Hall","Wee Willie Winkie","NOMINATED"
554,1937,1938,10,"ART DIRECTION","Jack Otterson","You're a Sweetheart","NOMINATED"
599,1937,1938,10,"OUTSTANDING PRODUCTION","Columbia","The Awful Truth","NOMINATED"
600,1937,1938,10,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","Captains Courageous","NOMINATED"
601,1937,1938,10,"OUTSTANDING PRODUCTION","Samuel Goldwyn Productions","Dead End","NOMINATED"
602,1937,1938,10,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","The Good Earth","NOMINATED"
603,1937,1938,10,"OUTSTANDING PRODUCTION","20th Century-Fox","In Old Chicago","NOMINATED"
604,1937,1938,10,"OUTSTANDING PRODUCTION","Warner Bros.","The Life of Emile Zola","WINNER"
605,1937,1938,10,"OUTSTANDING PRODUCTION","Columbia","Lost Horizon","NOMINATED"
606,1937,1938,10,"OUTSTANDING PRODUCTION","Universal","One Hundred Men and a Girl","NOMINATED"
607,1937,1938,10,"OUTSTANDING PRODUCTION","RKO Radio","Stage Door","NOMINATED"
608,1937,1938,10,"OUTSTANDING PRODUCTION","Selznick International Pictures","A Star Is Born","NOMINATED"
666,1938,1939,11,"ART DIRECTION","Carl J. Weyl","The Adventures of Robin Hood","WINNER"
667,1938,1939,11,"ART DIRECTION","Lyle Wheeler","The Adventures of Tom Sawyer","NOMINATED"
668,1938,1939,11,"ART DIRECTION","Bernard Herzbrun, Boris Leven","Alexander's Ragtime Band","NOMINATED"
669,1938,1939,11,"ART DIRECTION","Alexander Toluboff","Algiers","NOMINATED"
670,1938,1939,11,"ART DIRECTION","Van Nest Polglase","Carefree","NOMINATED"
671,1938,1939,11,"ART DIRECTION","Richard Day","The Goldwyn Follies","NOMINATED"
672,1938,1939,11,"ART DIRECTION","Stephen Goosson, Lionel Banks","Holiday","NOMINATED"
673,1938,1939,11,"ART DIRECTION","Hans Dreier, John Goodman","If I Were King","NOMINATED"
674,1938,1939,11,"ART DIRECTION","Jack Otterson","Mad about Music","NOMINATED"
675,1938,1939,11,"ART DIRECTION","Cedric Gibbons","Marie Antoinette","NOMINATED"
676,1938,1939,11,"ART DIRECTION","Charles D. Hall","Merrily We Live","NOMINATED"
730,1938,1939,11,"OUTSTANDING PRODUCTION","Warner Bros.-First National","The Adventures of Robin Hood","NOMINATED"
731,1938,1939,11,"OUTSTANDING PRODUCTION","20th Century-Fox","Alexander's Ragtime Band","NOMINATED"
732,1938,1939,11,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","Boys Town","NOMINATED"
733,1938,1939,11,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","The Citadel","NOMINATED"
734,1938,1939,11,"OUTSTANDING PRODUCTION","Warner Bros.-First National","Four Daughters","NOMINATED"
735,1938,1939,11,"OUTSTANDING PRODUCTION","Realization D'Art Cinematographique","Grand Illusion","NOMINATED"
736,1938,1939,11,"OUTSTANDING PRODUCTION","Warner Bros.","Jezebel","NOMINATED"
737,1938,1939,11,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","Pygmalion","NOMINATED"
738,1938,1939,11,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","Test Pilot","NOMINATED"
739,1938,1939,11,"OUTSTANDING PRODUCTION","Columbia","You Can't Take It with You","WINNER"
805,1939,1940,12,"ART DIRECTION","Hans Dreier, Robert Odell","Beau Geste","NOMINATED"
806,1939,1940,12,"ART DIRECTION","Charles D. Hall","Captain Fury","NOMINATED"
807,1939,1940,12,"ART DIRECTION","Jack Otterson, Martin Obzina","First Love","NOMINATED"
808,1939,1940,12,"ART DIRECTION","Lyle Wheeler","Gone with the Wind","WINNER"
809,1939,1940,12,"ART DIRECTION","Van Nest Polglase, Al Herman","Love Affair","NOMINATED"
810,1939,1940,12,"ART DIRECTION","John Victor Mackay","Man of Conquest","NOMINATED"
811,1939,1940,12,"ART DIRECTION","Lionel Banks","Mr. Smith Goes to Washington","NOMINATED"
812,1939,1940,12,"ART DIRECTION","Anton Grot","The Private Lives of Elizabeth and Essex","NOMINATED"
813,1939,1940,12,"ART DIRECTION","William Darling, George Dudley","The Rains Came","NOMINATED"
814,1939,1940,12,"ART DIRECTION","Alexander Toluboff","Stagecoach","NOMINATED"
815,1939,1940,12,"ART DIRECTION","Cedric Gibbons, William A. Horning","The Wizard of Oz","NOMINATED"
816,1939,1940,12,"ART DIRECTION","James Basevi","Wuthering Heights","NOMINATED"
873,1939,1940,12,"OUTSTANDING PRODUCTION","Warner Bros.-First National","Dark Victory","NOMINATED"
874,1939,1940,12,"OUTSTANDING PRODUCTION","Selznick International Pictures","Gone with the Wind","WINNER"
875,1939,1940,12,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","Goodbye, Mr. Chips","NOMINATED"
876,1939,1940,12,"OUTSTANDING PRODUCTION","RKO Radio","Love Affair","NOMINATED"
877,1939,1940,12,"OUTSTANDING PRODUCTION","Columbia","Mr. Smith Goes to Washington","NOMINATED"
878,1939,1940,12,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","Ninotchka","NOMINATED"
879,1939,1940,12,"OUTSTANDING PRODUCTION","Hal Roach (production company)","Of Mice and Men","NOMINATED"
880,1939,1940,12,"OUTSTANDING PRODUCTION","Walter Wanger (production company)","Stagecoach","NOMINATED"
881,1939,1940,12,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","The Wizard of Oz","NOMINATED"
882,1939,1940,12,"OUTSTANDING PRODUCTION","Samuel Goldwyn Productions","Wuthering Heights","NOMINATED"
948,1940,1941,13,"ART DIRECTION (Black-and-White)","Hans Dreier, Robert Usher","Arise, My Love","NOMINATED"
949,1940,1941,13,"ART DIRECTION (Black-and-White)","Lionel Banks, Robert Peterson","Arizona","NOMINATED"
950,1940,1941,13,"ART DIRECTION (Black-and-White)","John Otterson","The Boys from Syracuse","NOMINATED"
951,1940,1941,13,"ART DIRECTION (Black-and-White)","John Victor Mackay","The Dark Command","NOMINATED"
952,1940,1941,13,"ART DIRECTION (Black-and-White)","Alexander Golitzen","Foreign Correspondent","NOMINATED"
953,1940,1941,13,"ART DIRECTION (Black-and-White)","Richard Day, Joseph C. Wright","Lillian Russell","NOMINATED"
954,1940,1941,13,"ART DIRECTION (Black-and-White)","Van Nest Polglase, Mark-Lee Kirk","My Favorite Wife","NOMINATED"
955,1940,1941,13,"ART DIRECTION (Black-and-White)","John DuCasse Schulze","My Son, My Son!","NOMINATED"
956,1940,1941,13,"ART DIRECTION (Black-and-White)","Lewis J. Rachmil","Our Town","NOMINATED"
957,1940,1941,13,"ART DIRECTION (Black-and-White)","Cedric Gibbons, Paul Groesse","Pride and Prejudice","WINNER"
958,1940,1941,13,"ART DIRECTION (Black-and-White)","Lyle Wheeler","Rebecca","NOMINATED"
959,1940,1941,13,"ART DIRECTION (Black-and-White)","Anton Grot","The Sea Hawk","NOMINATED"
960,1940,1941,13,"ART DIRECTION (Black-and-White)","James Basevi","The Westerner","NOMINATED"
961,1940,1941,13,"ART DIRECTION (Color)","Cedric Gibbons, John S. Detlie","Bitter Sweet","NOMINATED"
962,1940,1941,13,"ART DIRECTION (Color)","Richard Day, Joseph C. Wright","Down Argentine Way","NOMINATED"
