Year_Film,Year_Ceremony,Ceremony,Category,Name,Film,Winner
1940,1941,13,DIRECTING,John Ford,The Grapes of Wrath,WINNER
1940,1941,13,DIRECTING,Sam Wood,Kitty Foyle,NOMINATED
1940,1941,13,DIRECTING,William Wyler,The Letter,NOMINATED
1940,1941,13,DIRECTING,George Cukor,The Philadelphia Story,NOMINATED
1940,1941,13,DIRECTING,Alfred Hitchcock,Rebecca,NOMINATED
1940,1941,13,FILM EDITING,Robert Simpson,The Grapes of Wrath,NOMINATED
1940,1941,13,FILM EDITING,Warren Low,The Letter,NOMINATED
1940,1941,13,FILM EDITING,Sherman Todd,The Long Voyage Home,NOMINATED
1940,1941,13,FILM EDITING,Anne Bauchens,North West Mounted Police,WINNER
1940,1941,13,FILM EDITING,Hal C. Kern,Rebecca,NOMINATED
1940,1941,13,MUSIC (Original Score),Victor Young,Arizona,NOMINATED
1940,1941,13,MUSIC (Original Score),Victor Young,The Dark Command,NOMINATED
1940,1941,13,MUSIC (Original Score),Louis Gruenberg,The Fight for Life,NOMINATED
1940,1941,13,MUSIC (Original Score),Meredith Willson,The Great Dictator,NOMINATED
1940,1941,13,MUSIC (Original Score),Frank Skinner,The House of the Seven Gables,NOMINATED
1940,1941,13,MUSIC (Original Score),Richard Hageman,The Howards of Virginia,NOMINATED
1940,1941,13,MUSIC (Original Score),Max Steiner,The Letter,NOMINATED
1940,1941,13,MUSIC (Original Score),Richard Hageman,The Long Voyage Home,NOMINATED
1940,1941,13,MUSIC (Original Score),Alfred Newman,The Mark of Zorro,NOMINATED
1940,1941,13,MUSIC (Original Score),Roy Webb,My Favorite Wife,NOMINATED
1940,1941,13,MUSIC (Original Score),Victor Young,North West Mounted Police,NOMINATED
1940,1941,13,MUSIC (Original Score),Werner Heymann,One Million B.C.,NOMINATED
1940,1941,13,MUSIC (Original Score),Aaron Copland,Our Town,NOMINATED
1940,1941,13,MUSIC (Original Score),"Leigh Harline, Paul J. Smith, Ned Washington",Pinocchio,WINNER
1940,1941,13,MUSIC (Original Score),Franz Waxman,Rebecca,NOMINATED
1940,1941,13,MUSIC (Original Score),Miklos Rozsa,The Thief of Bagdad,NOMINATED
1940,1941,13,MUSIC (Original Score),Herbert Stothart,Waterloo Bridge,NOMINATED
1940,1941,13,MUSIC (Scoring),Victor Young,"Arise, My Love",NOMINATED
1940,1941,13,MUSIC (Scoring),Cy Feuer,Hit Parade of 1941,NOMINATED
1940,1941,13,MUSIC (Scoring),Anthony Collins,Irene,NOMINATED
1940,1941,13,MUSIC (Scoring),Aaron Copland,Our Town,NOMINATED
1940,1941,13,MUSIC (Scoring),Erich Wolfgang Korngold,The Sea Hawk,NOMINATED
1940,1941,13,MUSIC (Scoring),Artie Shaw,Second Chorus,NOMINATED
1940,1941,13,MUSIC (Scoring),Charles Previn,Spring Parade,NOMINATED
1940,1941,13,MUSIC (Scoring),"Roger Edens, Georgie Stoll",Strike Up the Band,NOMINATED
1940,1941,13,MUSIC (Scoring),Alfred Newman,Tin Pan Alley,WINNER
1940,1941,13,MUSIC (Song),Music by Harry Warren; Lyrics by Mack Gordon,Down Argentine Way,NOMINATED
1940,1941,13,MUSIC (Song),Music by Jimmy McHugh; Lyrics by Johnny Mercer,You'll Find Out,NOMINATED
1940,1941,13,MUSIC (Song),Music and Lyrics by Chet Forrest and Bob Wright,Music in My Heart,NOMINATED
1940,1941,13,MUSIC (Song),Music by Artie Shaw; Lyrics by Johnny Mercer,Second Chorus,NOMINATED
1940,1941,13,MUSIC (Song),Music by James Monaco; Lyrics by John Burke,Rhythm on the River,NOMINATED
1940,1941,13,MUSIC (Song),Music and Lyrics by Roger Edens and Arthur Freed,Strike Up the Band,NOMINATED
1940,1941,13,MUSIC (Song),Music by Robert Stolz; Lyrics by Gus Kahn,Spring Parade,NOMINATED
1940,1941,13,MUSIC (Song),Music by Leigh Harline; Lyrics by Ned Washington,Pinocchio,WINNER
1940,1941,13,MUSIC (Song),Music by Jule Styne; Lyrics by Walter Bullock,Hit Parade of 1941,NOMINATED
1940,1941,13,OUTSTANDING PRODUCTION,Warner Bros.,"All This, and Heaven Too",NOMINATED
1940,1941,13,OUTSTANDING PRODUCTION,Walter Wanger (production company),Foreign Correspondent,NOMINATED
1940,1941,13,OUTSTANDING PRODUCTION,20th Century-Fox,The Grapes of Wrath,NOMINATED
1940,1941,13,OUTSTANDING PRODUCTION,Charles Chaplin Productions,The Great Dictator,NOMINATED
1940,1941,13,OUTSTANDING PRODUCTION,RKO Radio,Kitty Foyle,NOMINATED
1940,1941,13,OUTSTANDING PRODUCTION,Warner Bros.,The Letter,NOMINATED
1940,1941,13,OUTSTANDING PRODUCTION,Argosy-Wanger,The Long Voyage Home,NOMINATED
1940,1941,13,OUTSTANDING PRODUCTION,Sol Lesser (production company),Our Town,NOMINATED
1940,1941,13,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Philadelphia Story,NOMINATED
1940,1941,13,OUTSTANDING PRODUCTION,Selznick International Pictures,Rebecca,WINNER
1940,1941,13,SHORT SUBJECT (Cartoon),Metro-Goldwyn-Mayer,The Milky Way,WINNER
1940,1941,13,SHORT SUBJECT (Cartoon),Metro-Goldwyn-Mayer,Puss Gets the Boot,NOMINATED
1940,1941,13,SHORT SUBJECT (Cartoon),"Leon Schlesinger, Producer",A Wild Hare,NOMINATED
1940,1941,13,SHORT SUBJECT (One-reel),Warner Bros.,London Can Take It,NOMINATED
1940,1941,13,SHORT SUBJECT (One-reel),Metro-Goldwyn-Mayer,More about Nostradamus,NOMINATED
1940,1941,13,SHORT SUBJECT (One-reel),"Pete Smith, Producer",Quicker 'N a Wink,WINNER
1940,1941,13,SHORT SUBJECT (One-reel),RKO Radio,Siege,NOMINATED
1940,1941,13,SHORT SUBJECT (Two-reel),Metro-Goldwyn-Mayer,Eyes of the Navy,NOMINATED
1940,1941,13,SHORT SUBJECT (Two-reel),Warner Bros.,Service with the Colors,NOMINATED
1940,1941,13,SHORT SUBJECT (Two-reel),Warner Bros.,"Teddy, the Rough Rider",WINNER
1940,1941,13,SOUND RECORDING,"Republic Studio Sound Department, Charles L. Lootens, Sound Director",Behind the News,NOMINATED
1940,1941,13,SOUND RECORDING,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",Captain Caution,NOMINATED
1940,1941,13,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",The Grapes of Wrath,NOMINATED
1940,1941,13,SOUND RECORDING,"General Service Sound Department, Jack Whitney, Sound Director",The Howards of Virginia,NOMINATED
1940,1941,13,SOUND RECORDING,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",Kitty Foyle,NOMINATED
1940,1941,13,SOUND RECORDING,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",North West Mounted Police,NOMINATED
1940,1941,13,SOUND RECORDING,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",Our Town,NOMINATED
1940,1941,13,SOUND RECORDING,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",The Sea Hawk,NOMINATED
1940,1941,13,SOUND RECORDING,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",Spring Parade,NOMINATED
1940,1941,13,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Strike Up the Band,WINNER
1940,1941,13,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Too Many Husbands,NOMINATED
1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen,The Blue Bird,NOMINATED
1940,1941,13,SPECIAL EFFECTS,Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer,Boom Town,NOMINATED
1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, Joseph Lapis",The Boys from Syracuse,NOMINATED
1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by Gordon Jennings, Farciot Edouart",Dr. Cyclops,NOMINATED
1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Paul Eagler; Sound Effects by Thomas T. Moulton,Foreign Correspondent,NOMINATED
1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, William Hedgecock",The Invisible Man Returns,NOMINATED
1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by R. T. Layton, R. O. Binger; Sound Effects by Thomas T. Moulton",The Long Voyage Home,NOMINATED
1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse,One Million B.C.,NOMINATED
1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Jack Cosgrove; Sound Effects by Arthur Johns,Rebecca,NOMINATED
1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson,The Sea Hawk,NOMINATED
1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Vernon L. Walker; Sound Effects by John O. Aalberg,Swiss Family Robinson,NOMINATED
1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Lawrence Butler; Sound Effects by Jack Whitney,The Thief of Bagdad,WINNER
1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Loren Ryder",Typhoon,NOMINATED
1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by Howard J. Lydecker, William Bradford, Ellis J. Thackery; Sound Effects by Herbert Norsch",Women in War,NOMINATED
1940,1941,13,WRITING (Original Screenplay),Ben Hecht,Angels over Broadway,NOMINATED
1940,1941,13,WRITING (Original Screenplay),"John Huston, Heinz Herald, Norman Burnside",Dr. Ehrlich's Magic Bullet,NOMINATED
1940,1941,13,WRITING (Original Screenplay),"Charles Bennett, Joan Harrison",Foreign Correspondent,NOMINATED
1940,1941,13,WRITING (Original Screenplay),Charles Chaplin,The Great Dictator,NOMINATED
1940,1941,13,WRITING (Original Screenplay),Preston Sturges,The Great McGinty,WINNER
1940,1941,13,WRITING (Original Story),"Benjamin Glazer, John S. Toldy","Arise, My Love",WINNER
1940,1941,13,WRITING (Original Story),Walter Reisch,Comrade X,NOMINATED
1940,1941,13,WRITING (Original Story),"Dore Schary, Hugo Butler","Edison, the Man",NOMINATED
1940,1941,13,WRITING (Original Story),"Bella Spewack, Samuel Spewack, Leo McCarey",My Favorite Wife,NOMINATED
1940,1941,13,WRITING (Original Story),Stuart N. Lake,The Westerner,NOMINATED
1940,1941,13,WRITING (Screenplay),Nunnally Johnson,The Grapes of Wrath,NOMINATED
1940,1941,13,WRITING (Screenplay),Dalton Trumbo,Kitty Foyle,NOMINATED
1940,1941,13,WRITING (Screenplay),Dudley Nichols,The Long Voyage Home,NOMINATED
1940,1941,13,WRITING (Screenplay),Donald Ogden Stewart,The Philadelphia Story,WINNER
1940,1941,13,WRITING (Screenplay),"Robert E. Sherwood, Joan Harrison",Rebecca,NOMINATED
1940,1941,13,SPECIAL AWARD, Bob Hope,,WINNER
1940,1941,13,SPECIAL AWARD, Colonel Nathan Levinson for his outstanding service to the industry and the Army during the past nine years,,WINNER
1941,1942,14,ACTOR,Gary Cooper,Sergeant York,WINNER
1941,1942,14,ACTOR,Cary Grant,Penny Serenade,NOMINATED
1941,1942,14,ACTOR,Walter Huston,All That Money Can Buy,NOMINATED
1941,1942,14,ACTOR,Robert Montgomery,Here Comes Mr. Jordan,NOMINATED
1941,1942,14,ACTOR,Orson Welles,Citizen Kane,NOMINATED
1941,1942,14,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Sergeant York,NOMINATED
1941,1942,14,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The Devil and Miss Jones,NOMINATED
1941,1942,14,ACTOR IN A SUPPORTING ROLE,Donald Crisp,How Green Was My Valley,WINNER
1941,1942,14,ACTOR IN A SUPPORTING ROLE,James Gleason,Here Comes Mr. Jordan,NOMINATED
1941,1942,14,ACTOR IN A SUPPORTING ROLE,Sydney Greenstreet,The Maltese Falcon,NOMINATED
1941,1942,14,ACTRESS,Bette Davis,The Little Foxes,NOMINATED
1941,1942,14,ACTRESS,Olivia de Havilland,Hold Back the Dawn,NOMINATED
1941,1942,14,ACTRESS,Joan Fontaine,Suspicion,WINNER
1941,1942,14,ACTRESS,Greer Garson,Blossoms in the Dust,NOMINATED
1941,1942,14,ACTRESS,Barbara Stanwyck,Ball of Fire,NOMINATED
1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Sara Allgood,How Green Was My Valley,NOMINATED
1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Mary Astor,The Great Lie,WINNER
1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Patricia Collinge,The Little Foxes,NOMINATED
1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Teresa Wright,The Little Foxes,NOMINATED
1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Margaret Wycherly,Sergeant York,NOMINATED
1941,1942,14,ART DIRECTION (Black-and-White),"Art Direction:  Perry Ferguson, Van Nest Polglase;  Interior Decoration:  Al Fields, Darrell Silvera",Citizen Kane,NOMINATED
1941,1942,14,ART DIRECTION (Black-and-White),"Art Direction:  Martin Obzina, Jack Otterson;  Interior Decoration:  Russell A. Gausman",The Flame of New Orleans,NOMINATED
1941,1942,14,ART DIRECTION (Black-and-White),"Art Direction:  Hans Dreier, Robert Usher;  Interior Decoration:  Sam Comer",Hold Back the Dawn,NOMINATED
1941,1942,14,ART DIRECTION (Black-and-White),"Art Direction:  Richard Day, Nathan Juran;  Interior Decoration:  Thomas Little",How Green Was My Valley,WINNER
1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  Lionel Banks;  Interior Decoration:  George Montgomery,Ladies in Retirement,NOMINATED
1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  Stephen Goosson;  Interior Decoration:  Howard Bristol,The Little Foxes,NOMINATED
1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  John Hughes;  Interior Decoration:  Fred MacLean,Sergeant York,NOMINATED
1941,1942,14,ART DIRECTION (Black-and-White),Sis Hopkins,Sis Hopkins,NOMINATED
1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  John DuCasse Schulze;  Interior Decoration:  Edward G. Boyle,The Son of Monte Cristo,NOMINATED
1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  Alexander Golitzen;  Interior Decoration:  Richard Irvine,Sundown,NOMINATED
1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  Vincent Korda;  Interior Decoration:  Julia Heron,That Hamilton Woman,NOMINATED
1941,1942,14,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Randall Duell;  Interior Decoration:  Edwin B. Willis",When Ladies Meet,NOMINATED
1941,1942,14,ART DIRECTION (Color),"Art Direction:  Richard Day, Joseph C. Wright;  Interior Decoration:  Thomas Little",Blood and Sand,NOMINATED
1941,1942,14,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Urie McCleary;  Interior Decoration:  Edwin B. Willis",Blossoms in the Dust,WINNER
1941,1942,14,ART DIRECTION (Color),Art Direction:  Raoul Pene du Bois;  Interior Decoration:  Stephen A. Seymour,Louisiana Purchase,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Black-and-White),Karl Freund,The Chocolate Soldier,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Black-and-White),Gregg Toland,Citizen Kane,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Black-and-White),Joseph Ruttenberg,Dr. Jekyll and Mr. Hyde,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Black-and-White),Joseph Walker,Here Comes Mr. Jordan,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Black-and-White),Leo Tover,Hold Back the Dawn,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Black-and-White),Arthur Miller,How Green Was My Valley,WINNER
1941,1942,14,CINEMATOGRAPHY (Black-and-White),Sol Polito,Sergeant York,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Black-and-White),Edward Cronjager,Sun Valley Serenade,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Black-and-White),Charles Lang,Sundown,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Black-and-White),Rudolph Maté,That Hamilton Woman,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Color),"Wilfred M. Cline, Karl Struss, William Snyder",Aloma of the South Seas,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Color),"William V. Skall, Leonard Smith",Billy the Kid,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Color),"Ernest Palmer, Ray Rennahan",Blood and Sand,WINNER
1941,1942,14,CINEMATOGRAPHY (Color),"Karl Freund, W. Howard Greene",Blossoms in the Dust,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Color),Bert Glennon,Dive Bomber,NOMINATED
1941,1942,14,CINEMATOGRAPHY (Color),"Harry Hallenberger, Ray Rennahan",Louisiana Purchase,NOMINATED
1941,1942,14,DIRECTING,Orson Welles,Citizen Kane,NOMINATED
1941,1942,14,DIRECTING,Alexander Hall,Here Comes Mr. Jordan,NOMINATED
1941,1942,14,DIRECTING,John Ford,How Green Was My Valley,WINNER
1941,1942,14,DIRECTING,William Wyler,The Little Foxes,NOMINATED
1941,1942,14,DIRECTING,Howard Hawks,Sergeant York,NOMINATED
1941,1942,14,DOCUMENTARY (Short Subject),Film Associates,Adventure in the Bronx,NOMINATED
1941,1942,14,DOCUMENTARY (Short Subject),United States Office for Emergency Management Film Unit,Bomber,NOMINATED
1941,1942,14,DOCUMENTARY (Short Subject),British Ministry of Information,Christmas under Fire,NOMINATED
1941,1942,14,DOCUMENTARY (Short Subject),National Film Board of Canada,Churchill's Island,WINNER
1941,1942,14,DOCUMENTARY (Short Subject),British Ministry of Information,Letter from Home,NOMINATED
1941,1942,14,DOCUMENTARY (Short Subject),"Truman Talley, Producer",Life of a Thoroughbred,NOMINATED
1941,1942,14,DOCUMENTARY (Short Subject),The March of Time,Norway in Revolt,NOMINATED
1941,1942,14,DOCUMENTARY (Short Subject),Philadelphia Housing Association,A Place to Live,NOMINATED
1941,1942,14,DOCUMENTARY (Short Subject),Amkino,Russian Soil,NOMINATED
1941,1942,14,DOCUMENTARY (Short Subject),"Truman Talley, Producer",Soldiers of the Sky,NOMINATED
1941,1942,14,DOCUMENTARY (Short Subject),National Film Board of Canada,War Clouds in the Pacific,NOMINATED
1941,1942,14,FILM EDITING,Robert Wise,Citizen Kane,NOMINATED
1941,1942,14,FILM EDITING,Harold F. Kress,Dr. Jekyll and Mr. Hyde,NOMINATED
1941,1942,14,FILM EDITING,James B. Clark,How Green Was My Valley,NOMINATED
1941,1942,14,FILM EDITING,Daniel Mandell,The Little Foxes,NOMINATED
1941,1942,14,FILM EDITING,William Holmes,Sergeant York,WINNER
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Bernard Herrmann,All That Money Can Buy,WINNER
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Frank Skinner,Back Street,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Alfred Newman,Ball of Fire,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Edward Ward,Cheers for Miss Bishop,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Bernard Herrmann,Citizen Kane,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Franz Waxman,Dr. Jekyll and Mr. Hyde,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Victor Young,Hold Back the Dawn,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Alfred Newman,How Green Was My Valley,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Edward Kay,King of the Zombies,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),"Morris Stoloff, Ernst Toch",Ladies in Retirement,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Meredith Willson,The Little Foxes,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Miklos Rozsa,Lydia,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),"Cy Feuer, Walter Scharf",Mercy Island,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Max Steiner,Sergeant York,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Louis Gruenberg,So Ends Our Night,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Miklos Rozsa,Sundown,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Franz Waxman,Suspicion,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Edward Ward,Tanks a Million,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Werner Heymann,That Uncertain Feeling,NOMINATED
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Richard Hageman,This Woman Is Mine,NOMINATED
1941,1942,14,MUSIC (Scoring of a Musical Picture),Edward Ward,All-American Co-Ed,NOMINATED
1941,1942,14,MUSIC (Scoring of a Musical Picture),Robert Emmett Dolan,Birth of the Blues,NOMINATED
1941,1942,14,MUSIC (Scoring of a Musical Picture),Charles Previn,Buck Privates,NOMINATED
1941,1942,14,MUSIC (Scoring of a Musical Picture),"Herbert Stothart, Bronislau Kaper",The Chocolate Soldier,NOMINATED
1941,1942,14,MUSIC (Scoring of a Musical Picture),"Frank Churchill, Oliver Wallace",Dumbo,WINNER
1941,1942,14,MUSIC (Scoring of a Musical Picture),Cy Feuer,Ice-Capades,NOMINATED
1941,1942,14,MUSIC (Scoring of a Musical Picture),Heinz Roemheld,The Strawberry Blonde,NOMINATED
1941,1942,14,MUSIC (Scoring of a Musical Picture),Emil Newman,Sun Valley Serenade,NOMINATED
1941,1942,14,MUSIC (Scoring of a Musical Picture),Anthony Collins,Sunny,NOMINATED
1941,1942,14,MUSIC (Scoring of a Musical Picture),Morris Stoloff,You'll Never Get Rich,NOMINATED
1941,1942,14,MUSIC (Song),Music by Frank Churchill; Lyrics by Ned Washington,Dumbo,NOMINATED
1941,1942,14,MUSIC (Song),Music and Lyrics by Gene Autry and Fred Rose,Ridin' on a Rainbow,NOMINATED
1941,1942,14,MUSIC (Song),Music by Harold Arlen; Lyrics by Johnny Mercer,Blues in the Night,NOMINATED
1941,1942,14,MUSIC (Song),Music by Hugh Prince; Lyrics by Don Raye,Buck Privates,NOMINATED
1941,1942,14,MUSIC (Song),Music by Harry Warren; Lyrics by Mack Gordon,Sun Valley Serenade,NOMINATED
1941,1942,14,MUSIC (Song),Music by Lou Alter; Lyrics by Frank Loesser,Las Vegas Nights,NOMINATED
1941,1942,14,MUSIC (Song),Music by Jerome Kern; Lyrics by Oscar Hammerstein II,Lady Be Good,WINNER
